"","Country","Document","DocYear","Element","ElementLabel","ElementText","HazardType","SystemType","Sector","SectorType","TargetTime","TargetValue","TargetUnit","TargetMetric","TargetBaseYear","TargetBaseValue","TargetType","new_ID"
"185","Benin","NDC",2021,"Action","Measure","Support Project for Agricultural Development and Access
to Markets (PADAAM)","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"186","Benin","NDC",2021,"Action","Measure","Project to Support the Competitiveness of Agricultural Sectors and Export Diversification (PACOFIDE)","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"187","Benin","NDC",2021,"Action","Measure","Project for the Development of Irrigated Perimeters in Rural environment (PDPIM)","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"188","Benin","NDC",2021,"Action","Measure","Agricultural Diversification Support Project (PADA-FA) ","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"189","Benin","NDC",2021,"Action","Measure","Small Farm Agricultural Productivity Improvement Program (PAPAPE)","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"190","Benin","NDC",2021,"Action","Measure","Agroecological Transition Support Project in the Cotton Zones of Benin, phase 2","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"191","Benin","NDC",2021,"Action","Measure","Support Project for the Development of Protein Sectors (PADEFIP)","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"192","Benin","NDC",2021,"Action","Measure","Project for the Promotion of Sustainable Aquaculture and Competitiveness of Fisheries Value Chains","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"193","Benin","NDC",2021,"Action","Measure","Agricultural Services Development Project","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"194","Benin","NDC",2021,"Action","Measure","Regional Agricultural Markets Integration Project","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"195","Benin","NDC",2021,"Action","Measure","Municipal Development Support Fund (FADeC-Agriculture)","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"196","Benin","NDC",2021,"Action","Measure","Support Project for the Sustainable Development and Integrated Management of Hydro-Agricultural Perimeters (PAVPHA)","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"197","Benin","NDC",2021,"Action","Measure","Benin Agribusiness Development Project (PDAB)","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"198","Benin","NDC",2021,"Action","Measure","Rural Economic Growth Support Project (PACER)","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"199","Benin","NDC",2021,"Action","Measure","Project for the sedentarization of herds of ruminants in Benin (ProSeR)","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"200","Benin","NDC",2021,"Action","Measure","Project to support the development of the milk and meat sectors and the promotion of livestock enterprises (PRODEFILAV-PEL","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"201","Benin","NDC",2021,"Action","Measure","PROVAC","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"232","Benin","NDC",2021,"Action","Measure","Development project of 1000 hectares for the production of rice and the cultivation of market gardening products in the municipality of Pobè","","","Agriculture","Food, fiber, other ecosystem products","","1,000","Hectares","cultivated land - rice, market gardedning","","","measurable",NA
"233","Benin","NDC",2021,"Action","Measure","Support project for sustainable agriculture for food and nutritional security by promoting economically promising local sectors.","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"234","Benin","NDC",2021,"Action","Project","Project to support the development of market gardening and to strengthen the resilience of market gardeners in the Communes of Alibori (PADCMCA)","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"235","Benin","NDC",2021,"Action","Project","Support Project for the Development of Market Gardening and Strengthening the Resilience of Market Gardeners in the Municipality of Karimama (PADCMCK)","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"236","Benin","NDC",2021,"Action","Project","Project to improve the resilience of cropping systems for maize, cowpea, tomato and pepper in the Commune of Klouékanmè","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"237","Benin","NDC",2021,"Action","Project","Support Project for the Development of Market Gardening and Strengthening the Resilience of Market Gardeners in the Municipality of Karimama (PADCMCK)","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"238","Benin","NDC",2021,"Action","Project","Realization of three (03) water reservoirs in the municipality of Malanville","","","Agriculture","Food, fiber, other ecosystem products","","3","Number"," water reservoirs","","","measurable",NA
"239","Benin","NDC",2021,"Action","Project","Realization of five (05) fish ponds in the municipality of Malanville","","","Agriculture","Food, fiber, other ecosystem products","","5","Number"," fish ponds ","","","measurable",NA
"240","Benin","NDC",2021,"Action","Project","Strengthening the adaptive capacities of flood victims in the municipality of Malanville","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"241","Benin","NDC",2021,"Action","Project","Strengthening the adaptive capacities of flood victims in the municipality of Karimama","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"242","Benin","NDC",2021,"Action","Project","Identify and promote food crops that are resilient to climate change and train producers on modern farming techniques adapted to the effects of climate change (PDC Project)","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"243","Benin","NDC",2021,"Action","Project","Development and Securing of agro-pastoral and fishing areas","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"244","Benin","NDC",2021,"Action","Project","Strengthening the adaptation and resilience capacities of market gardeners in the face of irregular rainfall in the municipality","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"245","Benin","NDC",2021,"Action","Project","Adaptation of agricultural and construction systems to Climate Change","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"246","Benin","NDC",2021,"Action","Project","Strengthening the adaptation and resilience capacities of rice and fish producers in the face of irregular rainfall","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"247","Benin","NDC",2021,"Action","Project","Integrated soil fertility management project and climate change adaptation technique","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"248","Benin","NDC",2021,"Action","Project","Construction of water reservoirs for rice producers in Houéli Gaba, Dagbla and Massè","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"249","Benin","NDC",2021,"Action","Project","Urban planning and infrastructure construction","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"258","Benin","NDC",2021,"Action","Strategy/Program","Strategic Plan for the Development of the Agricultural Sector (2017-2025)","","","Agriculture","Food, fiber, other ecosystem products","2025","","","","2017","","timebound",NA
"259","Benin","NDC",2021,"Action","Strategy/Program","National strategy for the provision of effective and efficient agro-meteorological services for the benefit of actors in the agricultural sector","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"260","Benin","NDC",2021,"Action","Strategy/Program","Training strategy for farmers, breeders and fishermen on technologies adapted to climate change and the use of agro-meteorological information","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"261","Benin","NDC",2021,"Action","Strategy/Program","Communication strategy for building the capacity of actors to adapt to climate change for agricultural production and food security in Benin","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"262","Benin","NDC",2021,"Action","Strategy/Program","National Agricultural Investment and Food and Nutritional Security Plan (2017-2021)","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"263","Benin","NDC",2021,"Action","Strategy/Program","Strategic Plan for the Development of Climate-Smart Agriculture (2018-2022)","","","Agriculture","Food, fiber, other ecosystem products","2022","","","","2018","","timebound",NA
"289","Benin","NDC",2021,"Indicator","Indicator","Rate of women farmers taken into account ","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","","id26"
"290","Benin","NDC",2021,"Indicator","Indicator","Rate of women farmers having benefited from technical and financial support measures","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","","id27"
"291","Benin","NDC",2021,"Indicator","Indicator","Number of projects and programs of protection and preservation of natural forests and plantations led by the women","","","Land Use, Land Use Change and Forestry","Food, fiber, other ecosystem products","","","","","","","","id28"
"292","Benin","NDC",2021,"Indicator","Indicator","Rate of women involved in the projects of protection and preservation of natural forests","","","Land Use, Land Use Change and Forestry","Food, fiber, other ecosystem products","","","","","","","","id29"
"293","Benin","NDC",2021,"Indicator","Indicator","Rate of women and men targeted for reforestation and having benefited from technical and financial support measures","","","Land Use, Land Use Change and Forestry","Food, fiber, other ecosystem products","","","","","","","","id30"
"301","Botswana","NDC",2016,"System at risk","none","constrained agricultural production","","Crop","","Food, fiber, other ecosystem products","","","","","","","",NA
"302","Botswana","NDC",2016,"System at risk","none","increasing food insecurity","","Food and nutrition","","Food, fiber, other ecosystem products","","","","","","","",NA
"307","Botswana","NDC",2016,"Action","Action","Improve genetic characteristics of the livestock breed such as Musi breed ","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"308","Botswana","NDC",2016,"Action","Action","Improve livestock diet through supplementary feeding ","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"309","Botswana","NDC",2016,"Action","Action","A switch to crops with the following traits: drought resistant, tolerant to high temperatures, short maturity","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"313","Burkina Faso","NDC",2021,"System at risk","Sectors at risk","Projected climate risks indicate that for Burkina Faso, climate variability and change have significant and certain negative repercussions on key socio-economic development sectors, such as agriculture","","Crop","","Food, fiber, other ecosystem products","","","","","","","",NA
"314","Burkina Faso","NDC",2021,"System at risk","Sectors at risk"," livestock","","Livestock","","Food, fiber, other ecosystem products","","","","","","","",NA
"315","Burkina Faso","NDC",2021,"System at risk","Sectors at risk","fishing","","Fisheries and aquaculture","","Food, fiber, other ecosystem products","","","","","","","",NA
"316","Burkina Faso","NDC",2021,"System at risk","Sectors at risk","forest products, etc.","","Forest","","Food, fiber, other ecosystem products","","","","","","","",NA
"338","Burkina Faso","NDC",2021,"Action","Action/Project","Project to improve agricultural productivity through water and soil conservation (PACES)","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"339","Burkina Faso","NDC",2021,"Action","Action/Project","Support project for the regional irrigation initiative in the Sahel- Burkina Faso ","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"340","Burkina Faso","NDC",2021,"Action","Action/Project","Project for agricultural cooperation Burkina Faso China","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"341","Burkina Faso","NDC",2021,"Action","Action/Project","Localized Irrigation and Agricultural Resilience Project in Burkina Faso (PIRA-BF). ","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"342","Burkina Faso","NDC",2021,"Action","Action/Project","Project for the development and enhancement of the plain of the
Leraba (PAVAL).","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"343","Burkina Faso","NDC",2021,"Action","Action/Project","Project to conduct agricultural development actions in the
Soum area (PDA-Soum).","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"344","Burkina Faso","NDC",2021,"Action","Action/Project","Participatory management project of natural resources of rural development in the North, Centre-North and East (NEER TAMBA)","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"345","Burkina Faso","NDC",2021,"Action","Action/Project","Agricultural improvement and security project (SECURAGRI).","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"346","Burkina Faso","NDC",2021,"Action","Action/Project","Support Project for Agricultural Sectors in the South-West, Hauts-Bassins, Cascades and Boucle du Mouhoun Regions (PAFA-4R)","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"347","Burkina Faso","NDC",2021,"Action","Action/Project","Dangoumana Agricultural Development Project (PDAD)","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"348","Burkina Faso","NDC",2021,"Action","Action/Project","Burkina Faso Agricultural Resilience and Competitiveness Project (PReCA).","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"349","Burkina Faso","NDC",2021,"Action","Action/Project","Project for the development of 35,000 ha of lowlands and irrigated perimeters and their development through the system of intensive rice cultivation (SRI). ","","","Agriculture","Food, fiber, other ecosystem products","","350,000","Hectares","lowlands and irrigated perimeters","","","measurable",NA
"350","Burkina Faso","NDC",2021,"Action","Action/Project","Samendeni Valley Integrated Development Program Phase II (PDIS II): development of irrigated perimeters and recalibration of the Mouhoun. ","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"351","Burkina Faso","NDC",2021,"Action","Action/Project","Integrated soil management for agricultural productivity and environmental restoration. ","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"352","Burkina Faso","NDC",2021,"Action","Action/Project","Support for the sustainable management of agricultural land in five regions of Burkina Faso (PGDTA-5R). ","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","",NA
"353","Burkina Faso","NDC",2021,"Action","Action/Project","Recovery and enhancement of pastoral spaces (“ReVaP”). ","","","Livestock resources","Food, fiber, other ecosystem products","","","","","","","",NA
"354","Burkina Faso","NDC",2021,"Action","Action/Project","Program for the Development of Sustainable Pastoralism in the Sahel (PDPDS). ","","","Livestock resources","Food, fiber, other ecosystem products","","","","","","","",NA
"355","Burkina Faso","NDC",2021,"Action","Action/Project","Livestock Mobility Support Project for Better Access to Resources and Markets (PAMOBARMA) in West Africa. ","","","Livestock resources","Food, fiber, other ecosystem products","","","","","","","",NA
"356","Burkina Faso","NDC",2021,"Action","Action/Project","Resilience of breeders to crises (food and security) and climate change. ","","","Livestock resources","Food, fiber, other ecosystem products","","","","","","","",NA
"357","Burkina Faso","NDC",2021,"Action","Action/Project","Rehabilitation of 225,000ha of degraded land for agro-sylvo- pastoral purposes. ","","","Livestock resources","Food, fiber, other ecosystem products","","225,000","Hectares","degraded land","","","measurable",NA
"358","Burkina Faso","NDC",2021,"Action","Action/Project","Creation and sustainable management of 02 animal production intensification zones (ZIPA) in 2 regions of the country. ","","","Livestock resources","Food, fiber, other ecosystem products","","2","Number"," animal production intensification zones","","","measurable",NA
"359","Burkina Faso","NDC",2021,"Action","Action/Project","Creation and sustainable management of 02 animal production intensification zones (ZIPA) in 2 regions of the country. ","","","Livestock resources","Food, fiber, other ecosystem products","","2","Number"," regions with animal production intensification zones","","","measurable",NA
"360","Burkina Faso","NDC",2021,"Action","Action/Project","Mowing and conservation of 10000T of coarse fodder per year (hay and crop residues). ","","","Livestock resources","Food, fiber, other ecosystem products","","10,000","Tonnes per year","coarse fodder","","","measurable",NA
"361","Burkina Faso","NDC",2021,"Action","Action/Project","Development of water points in order to preserve the banks of
the Kou valley.","","","Livestock resources","Food, fiber, other ecosystem products","","","","","","","",NA
"385","Burkina Faso","NDC",2021,"Indicator","Indicator","Number of hectares of degraded land restored","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","","id38"
"386","Burkina Faso","NDC",2021,"Indicator","Indicator","Number of hectares of irrigated perimeter developed","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","","id39"
"387","Burkina Faso","NDC",2021,"Indicator","Indicator","Number of hectares of lowlands developed","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","","id40"
"388","Burkina Faso","NDC",2021,"Indicator","Indicator","Areas irrigated with efficient irrigation systems in operation","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","","id41"
"389","Burkina Faso","NDC",2021,"Indicator","Indicator","Number of hectares of perimeter with total water control developed","","","Agriculture","Food, fiber, other ecosystem products","","","","","","","","id42"
"390","Burkina Faso","NDC",2021,"Indicator","Indicator","Area of marked territory","","","Animal resources","Food, fiber, other ecosystem products","","","","","","","","id43"
"391","Burkina Faso","NDC",2021,"Indicator","Indicator","Area of degraded land recovered","","","Animal resources","Food, fiber, other ecosystem products","","","","","","","","id44"
"392","Burkina Faso","NDC",2021,"Indicator","Indicator","Total area of functional pastoral spaces","","","Animal resources","Food, fiber, other ecosystem products","","","","","","","","id45"
"393","Burkina Faso","NDC",2021,"Indicator","Indicator","Length of marked cattle trail","","","Animal resources","Food, fiber, other ecosystem products","","","","","","","","id46"
"394","Burkina Faso","NDC",2021,"Indicator","Indicator","Area of secured pastoral spaces","","","Animal resources","Food, fiber, other ecosystem products","","","","","","","","id47"
"418","Burundi","NDC",2021,"System at risk","Sectors at risk","key sectors vulnerable to climate risks as follows:  Agriculture","","Crop","","Food, fiber, other ecosystem products","","","","","","","",NA
"419","Burundi","NDC",2021,"System at risk","Sectors at risk","Livestock","","Livestock","","Food, fiber, other ecosystem products","","","","","","","",NA
"421","Burundi","NDC",2021,"System at risk","Sectors at risk","Forests","","Forest","","Food, fiber, other ecosystem products","","","","","","","",NA
"426","Burundi","NDC",2021,"Objective","Objective","By 2023, priority indigenous medicinal, nutritional, and melliferous plants will be installed and provided to users.","","","Agriculture and livestock","Food, fiber, other ecosystem products","2023","","","","","","timebound",NA
"427","Burundi","NDC",2021,"Objective","Objective","By 2023, collected organic pesticide plants will be installed in the Mahwa and Bukemba stations.","","","Agriculture and livestock","Food, fiber, other ecosystem products","2023","","","","","","timebound",NA
"428","Burundi","NDC",2021,"Objective","Objective","By 2023, diseases and pests in Burundi will be inventoried.","","","Agriculture and livestock","Food, fiber, other ecosystem products","2023","","","","","","timebound",NA
"429","Burundi","NDC",2021,"Objective","Objective","By 2025, cultural practices mitigating climate hazards will be developed.","","","Agriculture and livestock","Food, fiber, other ecosystem products","2025","","","","","","timebound",NA
"430","Burundi","NDC",2021,"Objective","Objective","By 2025, 5 new, more productive varieties of priority crops will be provided in all ecological zones.","","","Agriculture and livestock","Food, fiber, other ecosystem products","2025","5","Number"," new crop varieties introduced","","","measurable and timebound",NA
"431","Burundi","NDC",2021,"Objective","Objective","By 2027, quality seeds will be available to all BPEAE (Agricultural Professional Technical Support Centers).","","","Agriculture and livestock","Food, fiber, other ecosystem products","2027","","","","","","timebound",NA
"432","Burundi","NDC",2021,"Objective","Objective","By 2029, at least a 13,000-ton increase in fish production will be achieved.","","","Agriculture and livestock","Food, fiber, other ecosystem products","2029","13,000","Number"," increased tonnes of fish per year","","","measurable and timebound",NA
"433","Burundi","NDC",2021,"Objective","Objective","By 2025, a strategic stock of veterinary inputs will be functional.","","","Agriculture and livestock","Food, fiber, other ecosystem products","2025","1","Number"," strategic reserves","","","measurable and timebound",NA
"434","Burundi","NDC",2021,"Objective","Objective","By 2027, an autonomous management structure for artificial insemination, genetic improvement, and support to central services will be functional.","","","Agriculture and livestock","Food, fiber, other ecosystem products","2027","1","Number","  management structures","","","measurable and timebound",NA
"435","Burundi","NDC",2021,"Objective","Objective","By 2027, at least 3000 pilot sites will be established.","","","Agriculture and livestock","Food, fiber, other ecosystem products","2027","3,000","Number"," pilot sites","","","measurable and timebound",NA
